"International Institute of Information Technology"-3-e,"IIIT Hyderabad"-3-w,"Qualcomm"-7-w,
"South Point High School, Kolkata"-13-e,"Heritage Institute of Technology"-4-e,"Tata Consultancy Services"-6-w,
"Heritage Institute of Technology"-4-e,"Indian Institute of Technology, Kanpur"-2-e,"Indian Institute of Technology, Kanpur"-1-w,"Cisco"-3-w,"Dialpad"-4-w,
"Heritage Institute of Technology"-4-e,"Tata Consultancy Services"-3-w,"ITC Infotech"-1-w,
"Tata Consultancy Services"-1-w,"Teknowledge Software (Teks Mobile)"-1-w,"Continental"-2-w,"Matrix Media Solutions (P) Ltd"-4-w,
"Heritage Institute of Technology"-3-e,"Tata Consultancy Services"-4-w,"ABB"-1-w,"EXL"-1-w,"Deloitte"-2-w,
"Indian Institute of Technology, Guwahati"-0-w,"Indian Institute of Technology, Kanpur"-1-e,"Indian Institute of Technology, Kanpur"-2-w,"National Institute of Foundry and Forge Technology (NIFFT)"-1-w,"Oklahoma State University"-4-w,
"Heritage Institute of Technology"-4-e,"Indian Institute of Technology, Madras"-3-e,"Indian Institute of Technology, Madras"-3-w,"Samsung Electronics"-6-w,
"Indian Institute of Technology, Kharagpur"-2-e,"Cypress Semiconductor Corporation"-3-w,"Infineon"-1-w,"Cisco"-1-w,"SafeAI, Inc."-1-w,
"Heritage Institute of Technology"-4-e,"Infosys"-1-w,"Indian Institute of Technology, Bombay"-3-e,"John Deere"-1-w,"IBM ISDL"-1-w,
"Heritage Institute of Technology"-4-e,"Globsyn Group"-0-w,"Ericsson"-2-w,"Indian Institute of Technology, Kharagpur"-2-e,"Indian Institute of Technology, Kharagpur"-1-w,"Micron Technology"-2-w,"Texas Instruments"-1-w,
"Indian Institute of Management, Calcutta"-0-w,"Indian Institute of Technology, Bombay"-3-e,"SAMSUNG R&amp;D INSTITUTE INDIA - BANGALORE PRIVATE LIMITED"-3-w,"LinkedIn"-2-w,
"Vivekananda Mission School - India"-14-e,"Heritage Institute of Technology"-4-e,"nearbuy.com"-0-w,"Tata Consultancy Services"-4-w,"Symbiosis Institute of Business Management, Pune"-2-e,"HBF Direct Limited"-0-w,"StepUpwards"-0-w,"Aditya Birla Fashion and Retail Ltd."-1-w,
"Heritage Institute of Technology"-4-e,"CAIS Engineering Services Private Ltd."-1-w,"KEC International Ltd."-1-w,"Aarvee Associates"-5-w,
"West Bengal State Electricity Distribution Company Limited"-8-w,"Tata Consultancy Services"-1-w,"Institute of Management, Nirma University"-2-e,"NIRMAL BANG SECURITIES PRIVATE LIMITED"-0-w,"Axis Bank"-3-w,"CRISIL Limited"-1-w,
"Alcatel-Lucent Enterprise"-1-w,"Indian Institute of Technology, Madras"-1-w,"Indian Institute of Technology, Guwahati"-5-e,
"RWTH Aachen University"-3-e,"Institite for High Voltage Technology, RWTH Aachen"-0-w,"Institute for High Voltage Technology, RWTH Aachen"-0-w,"E.ON energy research center, RWTH Aachen"-0-w,"Siemens"-1-w,"Leibniz Universität Hannover"-3-w,
"Maruti Suzuki India Limited"-1-w,"Jindal Steel &amp; Power Ltd."-2-w,"Farnek Services LLC"-2-w,
"South Point High School, Kolkata"-15-e,"Heritage Institute of Technology, Kolkata"-2-w,"Tata Consultancy Services"-2-w,"Ensim India Pvt. Ltd."-1-w,"Amazon"-3-w,
"Heritage Institute of Technology"-4-e,"Tata Consultancy Services"-3-w,"International Management Institute - IMI"-2-e,"Youth Empowerment Foundation"-0-w,"International Management Institute - IMI"-2-w,"DLF Limited"-0-w,"HCL Technologies"-1-w,
"Indian Institute of Technology, Bombay"-4-e,"Debate India"-2-w,"Shadowfax"-1-w,"Meesho"-1-w,"Nova Benefits"-2-w,"Stader Labs"-1-w,
"Heritage Institute of Technology"-4-e,"Tata Consultancy Services"-3-w,"Xavier Institute of Management"-2-e,"International Relations Committee- Xavier Institute of Management,Bhubaneswar(XIMB)"-2-w,"XQuizzite- The Knowledge and Quizzing Committee of XIM, Bhubaneswar"-2-w,"Deloitte"-0-w,
"Kendriya vidyalaya"-1-e,"Heritage Institute of Technology"-4-e,"Eastern Railway"-0-w,"Agilent Technologies"-1-w,"DXCorr Design Inc"-1-w,
"Nava Nalanda"-0-e,"Nava Nalanda"-1-e,"Heritage Institute of Technology"-4-e,"Eclesia 2k17"-0-w,"CESC Limited"-5-w,"Kolkata Municipal Corporation"-5-w,"Heritage Utsav 2k19"-0-w,"Tata Consultancy Services"-2-w,
"Heritage Institute of Technology"-4-e,"Department of Business Economics, University of Delhi"-2-e,"ANZ"-0-w,"Barclays"-1-w,"Arcesium"-1-w,
"Entrepreneurship Development Cell of Heritage Institute of Technology Kolkata"-3-w,"E-Cell, IIM Calcutta"-2-w,"Toastmasters International"-1-w,"United Nations"-5-w,"Star Cement Ltd."-4-w,
"Heritage Institute of Technology"-4-e,"University of Calcutta, Rajabazar Campus"-0-w,"CESC Limited"-1-w,"Indian Institute of Technology, Kharagpur"-0-w,"University of Calcutta"-2-e,"Indian Institute of Technology, Kharagpur"-1-w,
"Heritage Institute of Technology"-4-e,"Damodar Valley Corporation"-1-w,"Siemens"-0-w,"Pantech ProLabs India Pvt Ltd (Pantech Solutions)"-0-w,"Jadavpur University"-1-w,"Paderborn University"-1-w,
"Heritage Institute of Technology"-4-e,"Infosys Limited"-2-w,
"The New Horizons Institute of Technology"-3-e,"Maa Kali Engineering Construction"-1-w,"UFLEX Group"-1-w,
"Cognizant"-0-w,"Cognizant"-1-w,
"Birla Institute of Technology, Mesra"-2-e,"Cypress Semiconductor Corporation"-2-w,"Infineon Technologies"-3-w,
"Heritage Institute of Technology"-4-e,"Upwork"-1-w,"Lrnkey"-1-w,"Racloop"-1-w,"bvidya"-1-w,"AIXCHANGE"-1-w,
"Heritage Institute of Technology"-4-e,"MyCaptain"-2-w,
"Heritage Institute of Technology"-4-e,"Self-employed"-2-w,"Tata Steel"-0-w,"Tata Consultancy Services"-4-w,"Infosys Ltd"-1-w,"Western Union"-1-w,
"Heritage Institute of Technology"-4-e,"Tata Consultancy Services"-4-w,"IBM"-1-w,
"Heritage Institute of Technology"-4-e,"BloodConnect Foundation"-6-w,
"TERI School of Advanced Studies"-2-e,"National Institute of Wind Energy"-7-w,"REtopia 2017"-0-w,"Indian Institute of Technology, Bombay"-0-w,"Indian Institute of Technology, Bombay"-6-w,"Grid Integration Lab, IIT Bombay"-3-w,"Indian Institute of Technology, Bombay"-5-e,
"University of Calcutta"-3-e,"University of Calcutta"-2-e,"Indian Statistical Institute, Kolkata"-1-w,"Indian Statistical Institute, Kolkata"-5-e,"Government College Of Engineering and Ceramic Technology"-5-w,
"West Bengal University of Technology, Kolkata"-4-e,"Arizona State University"-3-e,"Arizona State University"-0-w,"Arizona State University"-4-e,"National Renewable Energy Laboratory"-0-w,"National Renewable Energy Laboratory"-0-w,"Arizona State University"-2-w,"Hitachi ABB Power Grids"-2-w,
"Heritage Institute of Technology"-4-e,"Indian Institute of Technology, Kanpur"-3-e,"Accenture"-2-w,
"Heritage Institute of Technology"-4-e,"Tata Consultancy Services"-4-w,"Cognizant"-2-w,
"Heritage Institute of Technology"-4-e,"HARMAN International"-1-w,
"Heritage Institute of Technology"-4-e,"Bharat Heavy Electricals Limited"-0-w,"Indian Institute of Technology, Roorkee"-2-e,"Indian Institute of Technology, Roorkee"-1-w,"Hind Rectifiers Ltd"-1-w,"Bajaj Auto Ltd"-1-w,
"Indian Institute of Social Welfare and Business Management"-2-e,"Haldia Petrochemicals Ltd"-0-w,"Kantar imrb"-2-w,
"Heritage Institute of Technology"-4-e,"Amazon"-5-w,
"Chinmaya Vidyalaya, Bokaro Steel City"-2-e,"Heritage Institute of Technology"-4-e,"Cognizant"-2-w,
"Heritage Institute of Technology"-4-e,"National Institute of Technology Karnataka"-2-e,"ZF Group"-1-w,
"Heritage Institute of Technology"-4-e,"Reskilll"-0-w,
"Heritage Institute of Technology"-4-e,"Garagetroop"-0-w,"Webexcellis"-2-w,
